1 Nguyễn Văn Linh, Bình Hiên, Hải Châu, Đà Nẵng ,16.0608725,108.2227493
451 Ông Ích Khiêm, Nam Dương, Hải Châu, Đà Nẵng ,16.0617482,108.2164532
452 Ông Ích Khiêm, Hải Châu 2, Q. Hải Châu, Đà Nẵng ,16.066886,108.214176
453 Ông Ích Khiêm, Nam Dương, Hải Châu, Đà Nẵng ,16.0617617,108.2164696
454 Ông Ích Khiêm, Hải Châu 2, Q. Hải Châu, Đà Nẵng ,16.066912,108.214168
455 Ông Ích Khiêm, Nam Dương, Hải Châu, Đà Nẵng ,16.0617565,108.2164702
456 Ông Ích Khiêm, Hải Châu 2, Q. Hải Châu, Đà Nẵng ,16.066939,108.214161
457 Ông Ích Khiêm, Nam Dương, Hải Châu, Đà Nẵng ,16.0616896,108.2164985
458 Ông Ích Khiêm, Vĩnh Trung, Thanh Khê, Đà Nẵng ,16.065543,108.2143883
459 Ông Ích Khiêm, Nam Dương, Hải Châu, Đà Nẵng ,16.0615021,108.2164926
460 Ông Ích Khiêm, Hải Châu 2, Hải Châu, Đà Nẵng ,16.0655176,108.2144912
461 Ông Ích Khiêm, Hải Châu 2, Hải Châu, Đà Nẵng ,16.0655058,108.214604
1 Triệu Nữ Vương, Hải Châu 2, Q. Hải Châu, Đà Nẵng ,16.067032,108.215841
2 Triệu Nữ Vương, Hải Châu 2, Q. Hải Châu, Đà Nẵng ,16.067069,108.216025
3 Triệu Nữ Vương, Hải Châu 2, Hải Châu, Đà Nẵng ,16.0670802,108.2158191
4 Triệu Nữ Vương, Hải Châu 2, Q. Hải Châu, Đà Nẵng ,16.067144,108.216008
5 Triệu Nữ Vương, Hải Châu 2, Hải Châu, Đà Nẵng ,16.0672644,108.2160336
6 Triệu Nữ Vương, Hải Châu 2, Q. Hải Châu, Đà Nẵng ,16.067219,108.215992
7 Triệu Nữ Vương, Hải Châu 2, Q. Hải Châu, Đà Nẵng ,16.067182,108.215809
8 Triệu Nữ Vương, Hải Châu 2, Q. Hải Châu, Đà Nẵng ,16.067294,108.215976
9 Triệu Nữ Vương, Hải Châu 2, Q. Hải Châu, Đà Nẵng ,16.067233,108.215798
10 Triệu Nữ Vương, Hải Châu 2, Q. Hải Châu, Đà Nẵng ,16.06737,108.215959
11 Triệu Nữ Vương, Hải Châu 2, Hải Châu, Đà Nẵng ,16.0672798,108.2157676
12 Triệu Nữ Vương, Hải Châu 2, Q. Hải Châu, Đà Nẵng ,16.067445,108.215943
13 Triệu Nữ Vương, Hải Châu 2, Hải Châu, Đà Nẵng ,16.067483,108.2159369
14 Triệu Nữ Vương, Hải Châu 2, Q. Hải Châu, Đà Nẵng ,16.0675199,108.215927
15 Triệu Nữ Vương, Hải Châu 2, Q. Hải Châu, Đà Nẵng ,16.067383,108.215765
16 Triệu Nữ Vương, Hải Châu 2, Q. Hải Châu, Đà Nẵng ,16.066413,108.216189
17 Triệu Nữ Vương, Hải Châu 2, Hải Châu, Đà Nẵng ,16.0667331,108.2160187
18 Triệu Nữ Vương, Hải Châu 2, Q. Hải Châu, Đà Nẵng ,16.06649,108.216169
19 Triệu Nữ Vương, Hải Châu 2, Hải Châu, Đà Nẵng ,16.0663651,108.2159856
20 Triệu Nữ Vương, Hải Châu 2, Q. Hải Châu, Đà Nẵng ,16.066567,108.216149
21 Triệu Nữ Vương, Hải Châu 2, Hải Châu, Đà Nẵng ,16.06637,108.216007
22 Triệu Nữ Vương, Hải Châu 2, Q. Hải Châu, Đà Nẵng ,16.066644,108.216129
23 Triệu Nữ Vương, Hải Châu 2, Hải Châu, Đà Nẵng ,16.0664452,108.2159781
24 Triệu Nữ Vương, Hải Châu 2, Hải Châu, Đà Nẵng ,16.066799,108.21609
25 Triệu Nữ Vương, Hải Châu 2, Hải Châu, Đà Nẵng ,16.0665226,108.2159586
26 Triệu Nữ Vương, Hải Châu 2, Hải Châu, Đà Nẵng ,16.066799,108.21609
27 Triệu Nữ Vương, Hải Châu 2, Q. Hải Châu, Đà Nẵng ,16.066602,108.215948
28 Triệu Nữ Vương, Hải Châu 2, Hải Châu, Đà Nẵng ,16.066876,108.21607
29 Triệu Nữ Vương, Hải Châu 2, Q. Hải Châu, Đà Nẵng ,16.066679,108.215928
30 Triệu Nữ Vương, Hải Châu 2, Q. Hải Châu, Đà Nẵng ,16.06578,108.216346
31 Triệu Nữ Vương, Hải Châu 2, Q. Hải Châu, Đà Nẵng ,16.066756,108.215908
32 Triệu Nữ Vương, Hải Châu 2, Q. Hải Châu, Đà Nẵng ,16.065816,108.216337
33 Triệu Nữ Vương, Hải Châu 2, Q. Hải Châu, Đà Nẵng ,16.066833,108.215888
34 Triệu Nữ Vương, Hải Châu 2, Q. Hải Châu, Đà Nẵng ,16.065853,108.216328
35 Triệu Nữ Vương, Hải Châu 2, Q. Hải Châu, Đà Nẵng ,16.065738,108.216164
36 Triệu Nữ Vương, Hải Châu 2, Hải Châu, Đà Nẵng ,16.0658913,108.2163283
37 Triệu Nữ Vương, Hải Châu 2, Q. Hải Châu, Đà Nẵng ,16.065811,108.216146
38 Triệu Nữ Vương, Hải Châu 2, Q. Hải Châu, Đà Nẵng ,16.065926,108.21631
39 Triệu Nữ Vương, Hải Châu 2, Q. Hải Châu, Đà Nẵng ,16.065885,108.216128
40 Triệu Nữ Vương, Hải Châu 2, Hải Châu, Đà Nẵng ,16.065963,108.216301
41 Triệu Nữ Vương, Hải Châu 2, Q. Hải Châu, Đà Nẵng ,16.0659579,108.216109
42 Triệu Nữ Vương, Hải Châu 2, Hải Châu, Đà Nẵng ,16.0658931,108.2163563
43 Triệu Nữ Vương, Hải Châu 2, Hải Châu, Đà Nẵng ,16.0658226,108.2163891
44 Triệu Nữ Vương, Hải Châu 2, Q. Hải Châu, Đà Nẵng ,16.066036,108.216283
45 Triệu Nữ Vương, Hải Châu 2, Q. Hải Châu, Đà Nẵng ,16.066104,108.216073
46 Triệu Nữ Vương, Hải Châu 2, Hải Châu, Đà Nẵng ,16.0660745,108.2162842
47 Triệu Nữ Vương, Hải Châu 2, Q. Hải Châu, Đà Nẵng ,16.066177,108.216055
48 Triệu Nữ Vương, Hải Châu 2, Hải Châu, Đà Nẵng ,16.066109,108.216264
49 Triệu Nữ Vương, Hải Châu 2, Q. Hải Châu, Đà Nẵng ,16.064951,108.216365
50 Triệu Nữ Vương, Hải Châu 2, Q. Hải Châu, Đà Nẵng ,16.066146,108.216255
51 Triệu Nữ Vương, Hải Châu 2, Q. Hải Châu, Đà Nẵng ,16.065003,108.216352
52 Triệu Nữ Vương, Hải Châu 2, Hải Châu, Đà Nẵng ,16.0654804,108.2164103
53 Triệu Nữ Vương, Hải Châu 2, Hải Châu, Đà Nẵng ,16.065055,108.216338
54 Triệu Nữ Vương, Hải Châu 2, Hải Châu, Đà Nẵng ,16.0653588,108.2162868
55 Triệu Nữ Vương, Hải Châu 2, Q. Hải Châu, Đà Nẵng ,16.065106,108.216325
56 Triệu Nữ Vương, Hải Châu 2, Hải Châu, Đà Nẵng ,16.0653171,108.2163011
57 Triệu Nữ Vương, Hải Châu 2, Hải Châu, Đà Nẵng ,16.0655068,108.216435
58 Triệu Nữ Vương, Hải Châu 2, Hải Châu, Đà Nẵng ,16.065075,108.216526
59 Triệu Nữ Vương, Hải Châu 2, Hải Châu, Đà Nẵng ,16.0652088,108.2162652
60 Triệu Nữ Vương, Hải Châu 2, Hải Châu, Đà Nẵng ,16.0653516,108.2163512
61 Triệu Nữ Vương, Hải Châu 2, Q. Hải Châu, Đà Nẵng ,16.065262,108.216285
62 Triệu Nữ Vương, Hải Châu 2, Hải Châu, Đà Nẵng ,16.0652423,108.2164999
63 Triệu Nữ Vương, Hải Châu 2, Hải Châu, Đà Nẵng ,16.065314,108.216272
64 Triệu Nữ Vương, Hải Châu 2, Hải Châu, Đà Nẵng ,16.065011,108.2163985
65 Triệu Nữ Vương, Hải Châu 2, Q. Hải Châu, Đà Nẵng ,16.065366,108.216258
66 Triệu Nữ Vương, Hải Châu 2, Q. Hải Châu, Đà Nẵng ,16.065401,108.216442
67 Triệu Nữ Vương, Hải Châu 2, Q. Hải Châu, Đà Nẵng ,16.065418,108.216245
68 Triệu Nữ Vương, Hải Châu 2, Hải Châu, Đà Nẵng ,16.0685193,108.2155095
69 Triệu Nữ Vương, Hải Châu 2, Q. Hải Châu, Đà Nẵng ,16.065469,108.216232
70 Triệu Nữ Vương, Hải Châu 2, Q. Hải Châu, Đà Nẵng ,16.0655639,108.2164
71 Triệu Nữ Vương, Hải Châu 2, Q. Hải Châu, Đà Nẵng ,16.065521,108.216218
72 Triệu Nữ Vương, Hải Châu 2, Q. Hải Châu, Đà Nẵng ,16.064257,108.216657
73 Triệu Nữ Vương, Hải Châu 2, Q. Hải Châu, Đà Nẵng ,16.0647995,108.216589
74 Triệu Nữ Vương, Hải Châu 2, Hải Châu, Đà Nẵng ,16.0647587,108.2165551
75 Triệu Nữ Vương, Hải Châu 2, Hải Châu, Đà Nẵng ,16.06429,108.216464
76 Triệu Nữ Vương, Hải Châu 2, Hải Châu, Đà Nẵng ,16.0643157,108.2164457
77 Triệu Nữ Vương, Hải Châu 2, Q. Hải Châu, Đà Nẵng ,16.064345,108.216457
78 Triệu Nữ Vương, Hải Châu 2, Hải Châu, Đà Nẵng ,16.0643712,108.2164386
79 Triệu Nữ Vương, Hải Châu 2, Hải Châu, Đà Nẵng ,16.0644,108.2164266
80 Triệu Nữ Vương, Hải Châu 2, Hải Châu, Đà Nẵng ,16.064435,108.2166333
81 Triệu Nữ Vương, Hải Châu 2, Hải Châu, Đà Nẵng ,16.064456,108.216443
82 Triệu Nữ Vương, Hải Châu 2, Q. Hải Châu, Đà Nẵng ,16.064506,108.216625
83 Triệu Nữ Vương, Hải Châu 2, Hải Châu, Đà Nẵng ,16.0644188,108.2164323
84 Triệu Nữ Vương, Hải Châu 2, Hải Châu, Đà Nẵng ,16.064434,108.2165175
85 Triệu Nữ Vương, Hải Châu 2, Hải Châu, Đà Nẵng ,16.064566,108.216429
86 Triệu Nữ Vương, Hải Châu 2, Q. Hải Châu, Đà Nẵng ,16.064605,108.216613
87 Triệu Nữ Vương, Hải Châu 2, Q. Hải Châu, Đà Nẵng ,16.064622,108.216422
88 Triệu Nữ Vương, Hải Châu 2, Hải Châu, Đà Nẵng ,16.0680822,108.2156207
89 Triệu Nữ Vương, Hải Châu 2, Q. Hải Châu, Đà Nẵng ,16.064677,108.216415
90 Triệu Nữ Vương, Hải Châu 2, Hải Châu, Đà Nẵng ,16.0647027,108.2163961
91 Triệu Nữ Vương, Hải Châu 2, Q. Hải Châu, Đà Nẵng ,16.064732,108.216408
92 Triệu Nữ Vương, Hải Châu 2, Hải Châu, Đà Nẵng ,16.0647223,108.2166434
93 Triệu Nữ Vương, Hải Châu 2, Hải Châu, Đà Nẵng ,16.0642271,108.2166727
94 Triệu Nữ Vương, Hải Châu 2, Q. Hải Châu, Đà Nẵng ,16.06272,108.216847
95 Triệu Nữ Vương, Hải Châu 2, Q. Hải Châu, Đà Nẵng ,16.062739,108.216656
96 Triệu Nữ Vương, Hải Châu 2, Hải Châu, Đà Nẵng ,16.0627571,108.2168068
97 Triệu Nữ Vương, Hải Châu 2, Q. Hải Châu, Đà Nẵng ,16.06278,108.216651
98 Triệu Nữ Vương, Hải Châu 2, Q. Hải Châu, Đà Nẵng ,16.062804,108.216837
99 Triệu Nữ Vương, Hải Châu 2, Q. Hải Châu, Đà Nẵng ,16.0640578,108.2168069
100 Triệu Nữ Vương, Hải Châu 2, Q. Hải Châu, Đà Nẵng ,16.0636243,108.2165032
101 Triệu Nữ Vương, Hải Châu 2, Q. Hải Châu, Đà Nẵng ,16.062861,108.216641
102 Triệu Nữ Vương, Hải Châu 2, Hải Châu, Đà Nẵng ,16.0638979,108.2166677
103 Triệu Nữ Vương, Hải Châu 2, Q. Hải Châu, Đà Nẵng ,16.062902,108.216636
104 Triệu Nữ Vương, Hải Châu 2, Hải Châu, Đà Nẵng ,16.0638669,108.2166838
105 Triệu Nữ Vương, Hải Châu 2, Hải Châu, Đà Nẵng ,16.0638311,108.2167346
106 Triệu Nữ Vương, Hải Châu 2, Q. Hải Châu, Đà Nẵng ,16.0629719,108.216816
107 Triệu Nữ Vương, Hải Châu 2, Q. Hải Châu, Đà Nẵng ,16.062983,108.216626
108 Triệu Nữ Vương, Hải Châu 2, Q. Hải Châu, Đà Nẵng ,16.063014,108.216811
109 Triệu Nữ Vương, Hải Châu 2, Hải Châu, Đà Nẵng ,16.063024,108.216621
110 Triệu Nữ Vương, Hải Châu 2, Q. Hải Châu, Đà Nẵng ,16.063056,108.216805
111 Triệu Nữ Vương, Hải Châu 2, Q. Hải Châu, Đà Nẵng ,16.063064,108.216616
112 Triệu Nữ Vương, Hải Châu 2, Hải Châu, Đà Nẵng ,16.0631044,108.2168462
113 Triệu Nữ Vương, Hải Châu 2, Q. Hải Châu, Đà Nẵng ,16.063105,108.216611
114 Triệu Nữ Vương, Hải Châu 2, Hải Châu, Đà Nẵng ,16.06314,108.216795
115 Triệu Nữ Vương, Hải Châu 2, Hải Châu, Đà Nẵng ,16.0634803,108.216657
116 Triệu Nữ Vương, Hải Châu 2, Hải Châu, Đà Nẵng ,16.0631884,108.2168364
117 Triệu Nữ Vương, Hải Châu 2, Hải Châu, Đà Nẵng ,16.0634236,108.2166517
118 Triệu Nữ Vương, Hải Châu 2, Hải Châu, Đà Nẵng ,16.0634671,108.2166212
119 Triệu Nữ Vương, Hải Châu 2, Q. Hải Châu, Đà Nẵng ,16.063227,108.216596
120 Triệu Nữ Vương, Hải Châu 2, Q. Hải Châu, Đà Nẵng ,16.063266,108.21678
121 Triệu Nữ Vương, Hải Châu 2, Hải Châu, Đà Nẵng ,16.063267,108.216591
122 Triệu Nữ Vương, Hải Châu 2, Hải Châu, Đà Nẵng ,16.0633843,108.2166547
123 Triệu Nữ Vương, Hải Châu 2, Q. Hải Châu, Đà Nẵng ,16.063308,108.216586
124 Triệu Nữ Vương, Hải Châu 2, Hải Châu, Đà Nẵng ,16.063351,108.216769
125 Triệu Nữ Vương, Hải Châu 2, Q. Hải Châu, Đà Nẵng ,16.063348,108.216581
126 Triệu Nữ Vương, Hải Châu 2, Q. Hải Châu, Đà Nẵng ,16.063393,108.216764
127 Triệu Nữ Vương, Hải Châu 2, Q. Hải Châu, Đà Nẵng ,16.063389,108.216576
128 Triệu Nữ Vương, Hải Châu 2, Q. Hải Châu, Đà Nẵng ,16.0634349,108.216759
129 Triệu Nữ Vương, Hải Châu 2, Q. Hải Châu, Đà Nẵng ,16.06343,108.216571
130 Triệu Nữ Vương, Hải Châu 2, Hải Châu, Đà Nẵng ,16.0632063,108.2166671
131 Triệu Nữ Vương, Hải Châu 2, Hải Châu, Đà Nẵng ,16.0631882,108.2167988
132 Triệu Nữ Vương, Hải Châu 2, Hải Châu, Đà Nẵng ,16.0635192,108.2167593
133 Triệu Nữ Vương, Hải Châu 2, Q. Hải Châu, Đà Nẵng ,16.0635109,108.216561
134 Triệu Nữ Vương, Hải Châu 2, Hải Châu, Đà Nẵng ,16.0635659,108.2167794
135 Triệu Nữ Vương, Hải Châu 2, Hải Châu, Đà Nẵng ,16.0635509,108.2165522
136 Triệu Nữ Vương, Hải Châu 2, Hải Châu, Đà Nẵng ,16.0636077,108.2167731
137 Triệu Nữ Vương, Hải Châu 2, Hải Châu, Đà Nẵng ,16.0635902,108.2165384
138 Triệu Nữ Vương, Hải Châu 2, Hải Châu, Đà Nẵng ,16.0636496,108.2167668
139 Triệu Nữ Vương, Hải Châu 2, Hải Châu, Đà Nẵng ,16.0628976,108.2169215
140 Triệu Nữ Vương, Hải Châu 2, Q. Hải Châu, Đà Nẵng ,16.063687,108.216728
141 Triệu Nữ Vương, Hải Châu 2, Q. Hải Châu, Đà Nẵng ,16.063673,108.216541
142 Triệu Nữ Vương, Hải Châu 2, Hải Châu, Đà Nẵng ,16.0630049,108.2165648
143 Triệu Nữ Vương, Hải Châu 2, Q. Hải Châu, Đà Nẵng ,16.063714,108.216536
144 Triệu Nữ Vương, Hải Châu 2, Hải Châu, Đà Nẵng ,16.0628729,108.2167251
145 Triệu Nữ Vương, Hải Châu 2, Q. Hải Châu, Đà Nẵng ,16.063754,108.216531
146 Triệu Nữ Vương, Hải Châu 2, Q. Hải Châu, Đà Nẵng ,16.063813,108.216712
147 Triệu Nữ Vương, Hải Châu 2, Q. Hải Châu, Đà Nẵng ,16.063795,108.216526
148 Triệu Nữ Vương, Hải Châu 2, Hải Châu, Đà Nẵng ,16.06279,108.2167336
149 Triệu Nữ Vương, Hải Châu 2, Q. Hải Châu, Đà Nẵng ,16.0638359,108.216521
150 Triệu Nữ Vương, Hải Châu 2, Hải Châu, Đà Nẵng ,16.0639243,108.2167006
151 Triệu Nữ Vương, Hải Châu 2, Hải Châu, Đà Nẵng ,16.0625514,108.2169311
152 Triệu Nữ Vương, Hải Châu 2, Hải Châu, Đà Nẵng ,16.0639275,108.2167216
153 Triệu Nữ Vương, Nam Dương, Hải Châu, Đà Nẵng ,16.0613069,108.2170419
154 Triệu Nữ Vương, Nam Dương, Hải Châu, Đà Nẵng ,16.0613072,108.2170438
155 Triệu Nữ Vương, Nam Dương, Hải Châu, Đà Nẵng ,16.0613069,108.2170419
156 Triệu Nữ Vương, Nam Dương, Q. Hải Châu, Đà Nẵng ,16.061299,108.216974
157 Triệu Nữ Vương, Nam Dương, Hải Châu, Đà Nẵng ,16.0621809,108.2169691
158 Triệu Nữ Vương, Nam Dương, Q. Hải Châu, Đà Nẵng ,16.061371,108.216968
159 Triệu Nữ Vương, Nam Dương, Hải Châu, Đà Nẵng ,16.0614271,108.2167671
160 Triệu Nữ Vương, Nam Dương, Hải Châu, Đà Nẵng ,16.061443,108.216962
161 Triệu Nữ Vương, Nam Dương, Hải Châu, Đà Nẵng ,16.061428,108.216775
162 Triệu Nữ Vương, Nam Dương, Hải Châu, Đà Nẵng ,16.0615175,108.2169608
164 Triệu Nữ Vương, Nam Dương, Hải Châu, Đà Nẵng ,16.0615865,108.2169993
165 Triệu Nữ Vương, Nam Dương, Hải Châu, Đà Nẵng ,16.061572,108.216764
166 Triệu Nữ Vương, Nam Dương, Hải Châu, Đà Nẵng ,16.0619123,108.216821
167 Triệu Nữ Vương, Nam Dương, Hải Châu, Đà Nẵng ,16.061644,108.216758
168 Triệu Nữ Vương, Nam Dương, Q. Hải Châu, Đà Nẵng ,16.06173,108.216938
169 Triệu Nữ Vương, Nam Dương, Q. Hải Châu, Đà Nẵng ,16.061716,108.216752
170 Triệu Nữ Vương, Nam Dương, Hải Châu, Đà Nẵng ,16.0617358,108.2169875
171 Triệu Nữ Vương, Nam Dương, Q. Hải Châu, Đà Nẵng ,16.061788,108.216746
172 Triệu Nữ Vương, Nam Dương, Hải Châu, Đà Nẵng ,16.0617502,108.2168425
173 Triệu Nữ Vương, Nam Dương, Hải Châu, Đà Nẵng ,16.0618623,108.2167281
174 Triệu Nữ Vương, Nam Dương, Hải Châu, Đà Nẵng ,16.061736,108.2169893
175 Triệu Nữ Vương, Nam Dương, Q. Hải Châu, Đà Nẵng ,16.061931,108.216734
176 Triệu Nữ Vương, Nam Dương, Hải Châu, Đà Nẵng ,16.061736,108.2169893
177 Triệu Nữ Vương, Nam Dương, Hải Châu, Đà Nẵng ,16.0619306,108.2167167
178 Triệu Nữ Vương, Nam Dương, Hải Châu, Đà Nẵng ,16.061944,108.216885
179b Triệu Nữ Vương, Nam Dương, Hải Châu, Đà Nẵng ,16.0613582,108.217047
180 Triệu Nữ Vương, Nam Dương, Hải Châu, Đà Nẵng ,16.061736,108.2169893
181 Triệu Nữ Vương, Nam Dương, Hải Châu, Đà Nẵng ,16.0612695,108.21709
182 Triệu Nữ Vương, Nam Dương, Hải Châu, Đà Nẵng ,16.0617358,108.2169875
1 Hoàng Diệu, Phước Ninh, Q. Hải Châu, Đà Nẵng ,16.066095,108.220041
2 Hoàng Diệu, Hải Châu 1, Hải Châu, Đà Nẵng ,16.066462,108.220059
3 Hoàng Diệu, Phước Ninh, Q. Hải Châu, Đà Nẵng ,16.066013,108.219982
4 Hoàng Diệu, Phước Ninh, Hải Châu, Đà Nẵng ,16.0661147,108.2198777
5 Hoàng Diệu, Phước Ninh, Hải Châu, Đà Nẵng ,16.0659207,108.2199395
6 Hoàng Diệu, Phước Ninh, Hải Châu, Đà Nẵng ,16.066124,108.219834
8 Hoàng Diệu, Phước Ninh, Hải Châu, Đà Nẵng ,16.066088,108.219808
10 Hoàng Diệu, Phước Ninh, Q. Hải Châu, Đà Nẵng ,16.066051,108.219781
11 Hoàng Diệu, Phước Ninh, Q. Hải Châu, Đà Nẵng ,16.065688,108.219747
12 Hoàng Diệu, Phước Ninh, Q. Hải Châu, Đà Nẵng ,16.066014,108.219755
13 Hoàng Diệu, Phước Ninh, Q. Hải Châu, Đà Nẵng ,16.065607,108.219688
14 Hoàng Diệu, Phước Ninh, Q. Hải Châu, Đà Nẵng ,16.065978,108.219728
15 Hoàng Diệu, Phước Ninh, Hải Châu, Đà Nẵng ,16.0654887,108.2196883
16 Hoàng Diệu, Phước Ninh, Hải Châu, Đà Nẵng ,16.065941,108.219702
17 Hoàng Diệu, Phước Ninh, Q. Hải Châu, Đà Nẵng ,16.065444,108.219571
18 Hoàng Diệu, Phước Ninh, Q. Hải Châu, Đà Nẵng ,16.065904,108.219675
19 Hoàng Diệu, Phước Ninh, Hải Châu, Đà Nẵng ,16.065363,108.219512
22 Hoàng Diệu, Phước Ninh, Hải Châu, Đà Nẵng ,16.065831,108.219623
23 Hoàng Diệu, Phước Ninh, Hải Châu, Đà Nẵng ,16.0652121,108.2195577
24 Hoàng Diệu, Phước Ninh, Hải Châu, Đà Nẵng ,16.0657673,108.2196401
25 Hoàng Diệu, Phước Ninh, Hải Châu, Đà Nẵng ,16.0651025,108.219423
26 Hoàng Diệu, Phước Ninh, Hải Châu, Đà Nẵng ,16.0657297,108.219615
27 Hoàng Diệu, Phước Ninh, Q. Hải Châu, Đà Nẵng ,16.064962,108.219231
28 Hoàng Diệu, Phước Ninh, Hải Châu, Đà Nẵng ,16.065721,108.219543
29 Hoàng Diệu, Phước Ninh, Hải Châu, Đà Nẵng ,16.0650562,108.2193593
30 Hoàng Diệu, Phước Ninh, Q. Hải Châu, Đà Nẵng ,16.0656849,108.219517
31 Hoàng Diệu, Phước Ninh, Q. Hải Châu, Đà Nẵng ,16.064902,108.21919
32 Hoàng Diệu, Phước Ninh, Q. Hải Châu, Đà Nẵng ,16.065648,108.219491
33 Hoàng Diệu, Phước Ninh, Q. Hải Châu, Đà Nẵng ,16.064872,108.219169
34 Hoàng Diệu, Phước Ninh, Hải Châu, Đà Nẵng ,16.0655552,108.2195096
35 Hoàng Diệu, Phước Ninh, Hải Châu, Đà Nẵng ,16.064842,108.219149
36 Hoàng Diệu, Phước Ninh, Hải Châu, Đà Nẵng ,16.0654892,108.21951
37 Hoàng Diệu, Phước Ninh, Hải Châu, Đà Nẵng ,16.0648428,108.2192754
38 Hoàng Diệu, Phước Ninh, Q. Hải Châu, Đà Nẵng ,16.065538,108.219411
39 Hoàng Diệu, Phước Ninh, Q. Hải Châu, Đà Nẵng ,16.064781,108.219107
40 Hoàng Diệu, Phước Ninh, Q. Hải Châu, Đà Nẵng ,16.065502,108.219385
41 Hoàng Diệu, Phước Ninh, Q. Hải Châu, Đà Nẵng ,16.0647939,108.2191368
42 Hoàng Diệu, Phước Ninh, Q. Hải Châu, Đà Nẵng ,16.065465,108.219358
43 Hoàng Diệu, Phước Ninh, Hải Châu, Đà Nẵng ,16.0647079,108.219136
44 Hoàng Diệu, Phước Ninh, Hải Châu, Đà Nẵng ,16.0654051,108.2194321
45 Hoàng Diệu, Phước Ninh, Hải Châu, Đà Nẵng ,16.064693,108.2190293
46 Hoàng Diệu, Phước Ninh, Hải Châu, Đà Nẵng ,16.0654051,108.21926
47 Hoàng Diệu, Phước Ninh, Hải Châu, Đà Nẵng ,16.0647367,108.2191059
48 Hoàng Diệu, Phước Ninh, Q. Hải Châu, Đà Nẵng ,16.065103,108.219104
49 Hoàng Diệu, Phước Ninh, Hải Châu, Đà Nẵng ,16.0646428,108.2190626
50 Hoàng Diệu, Phước Ninh, Q. Hải Châu, Đà Nẵng ,16.0653058,108.2193456
51 Hoàng Diệu, Phước Ninh, Q. Hải Châu, Đà Nẵng ,16.064601,108.218983
52 Hoàng Diệu, Phước Ninh, Hải Châu, Đà Nẵng ,16.0653326,108.219229
54 Hoàng Diệu, Phước Ninh, Q. Hải Châu, Đà Nẵng ,16.0650285,108.2190469
55 Hoàng Diệu, Phước Ninh, Q. Hải Châu, Đà Nẵng ,16.06454,108.218942
58 Hoàng Diệu, Phước Ninh, Hải Châu, Đà Nẵng ,16.0651207,108.219191
59 Hoàng Diệu, Phước Ninh, Hải Châu, Đà Nẵng ,16.06448,108.2189
63 Hoàng Diệu, Phước Ninh, Q. Hải Châu, Đà Nẵng ,16.0644199,108.218859
64 Hoàng Diệu, Phước Ninh, Hải Châu, Đà Nẵng ,16.0649134,108.2189607
65 Hoàng Diệu, Phước Ninh, Q. Hải Châu, Đà Nẵng ,16.06439,108.218838
67 Hoàng Diệu, Phước Ninh, Q. Hải Châu, Đà Nẵng ,16.06436,108.218817
68 Hoàng Diệu, Phước Ninh, Hải Châu, Đà Nẵng ,16.0648622,108.2189274
69 Hoàng Diệu, Phước Ninh, Q. Hải Châu, Đà Nẵng ,16.064329,108.218797
70 Hoàng Diệu, Phước Ninh, Hải Châu, Đà Nẵng ,16.064991,108.219043
71 Hoàng Diệu, Phước Ninh, Hải Châu, Đà Nẵng ,16.064011,108.218585
72 Hoàng Diệu, Phước Ninh, Q. Hải Châu, Đà Nẵng ,16.0648139,108.218905
73 Hoàng Diệu, Phước Ninh, Q. Hải Châu, Đà Nẵng ,16.063972,108.21856
