K75/1, Trương Định, Mân Thái, Sơn Trà, Đà Nẵng, Việt Nam,16.0887909,108.2487822
22, Đông Kinh Nghĩa Thục, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0754546,108.2407483
23, Đông Kinh Nghĩa Thục, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0754546,108.2407483
24, Đông Kinh Nghĩa Thục, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0754546,108.2407483
25, Đông Kinh Nghĩa Thục, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0754546,108.2407483
26, Đông Kinh Nghĩa Thục, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0753062,108.2407527
27, Đông Kinh Nghĩa Thục, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0754551,108.2407653
28, Đông Kinh Nghĩa Thục, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0754556,108.2407823
29, Đông Kinh Nghĩa Thục, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.075456,108.2407994
30, Đông Kinh Nghĩa Thục, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0754565,108.2408164
31, Đông Kinh Nghĩa Thục, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.075457,108.2408334
32, Đông Kinh Nghĩa Thục, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0754574,108.2408505
33, Đông Kinh Nghĩa Thục, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0754579,108.2408675
34, Đông Kinh Nghĩa Thục, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0753876,108.2408866
35, Đông Kinh Nghĩa Thục, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0754592,108.2409146
36, Đông Kinh Nghĩa Thục, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.07546,108.2409446
37, Đông Kinh Nghĩa Thục, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0754608,108.2409747
38, Đông Kinh Nghĩa Thục, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0754617,108.2410047
39, Đông Kinh Nghĩa Thục, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0754625,108.2410348
40, Đông Kinh Nghĩa Thục, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0754633,108.2410648
41, Đông Kinh Nghĩa Thục, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0754633,108.2410648
42, Đông Kinh Nghĩa Thục, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0754633,108.2410648
43, Đông Kinh Nghĩa Thục, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0754651,108.2411057
44, Đông Kinh Nghĩa Thục, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0754669,108.2411466
45, Đông Kinh Nghĩa Thục, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0754688,108.2411876
46, Đông Kinh Nghĩa Thục, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0754706,108.2412285
47, Đông Kinh Nghĩa Thục, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0754724,108.2412694
48, Đông Kinh Nghĩa Thục, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0754742,108.2413103
49, Đông Kinh Nghĩa Thục, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0754763,108.2413512
50, Đông Kinh Nghĩa Thục, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0754785,108.2413921
51, Đông Kinh Nghĩa Thục, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0754806,108.2414331
52, Đông Kinh Nghĩa Thục, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0754169,108.2414777
53, Đông Kinh Nghĩa Thục, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0754836,108.2414909
54, Đông Kinh Nghĩa Thục, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0754845,108.2415078
55, Đông Kinh Nghĩa Thục, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0754854,108.2415247
56, Đông Kinh Nghĩa Thục, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0754862,108.2415416
57, Đông Kinh Nghĩa Thục, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0754871,108.2415585
58, Đông Kinh Nghĩa Thục, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.075488,108.2415754
59, Đông Kinh Nghĩa Thục, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.075488,108.2415754
60, Đông Kinh Nghĩa Thục, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.075488,108.2415754
61, Đông Kinh Nghĩa Thục, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.075488,108.2415754
62, Đông Kinh Nghĩa Thục, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0754446,108.2416696
63, Đông Kinh Nghĩa Thục, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.075488,108.2415754
64, Đông Kinh Nghĩa Thục, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0753963,108.2417825
65, Đông Kinh Nghĩa Thục, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0755029,108.2420118
66, Đông Kinh Nghĩa Thục, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.075424,108.2418281
67, Đông Kinh Nghĩa Thục, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0755029,108.2420118
68, Đông Kinh Nghĩa Thục, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0754256,108.2418747
69, Đông Kinh Nghĩa Thục, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0755029,108.2420118
70, Đông Kinh Nghĩa Thục, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0754272,108.2419213
71, Đông Kinh Nghĩa Thục, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0755029,108.2420118
72, Đông Kinh Nghĩa Thục, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0754288,108.2419679
73, Đông Kinh Nghĩa Thục, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0755029,108.2420118
74, Đông Kinh Nghĩa Thục, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0755029,108.2420118
75, Đông Kinh Nghĩa Thục, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0755029,108.2420118
76, Đông Kinh Nghĩa Thục, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0755029,108.2420118
77, Đông Kinh Nghĩa Thục, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0755032,108.2420247
78, Đông Kinh Nghĩa Thục, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0755036,108.2420376
79, Đông Kinh Nghĩa Thục, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0755039,108.2420506
80, Đông Kinh Nghĩa Thục, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam,16.0753644,108.2420676
1, Dương Trí Trạch, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0766594,108.240237
2, Dương Trí Trạch, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0767391,108.2400627
3, Dương Trí Trạch, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0767063,108.2401991
4, Dương Trí Trạch, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0767332,108.2400628
5, Dương Trí Trạch, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0766594,108.240237
6, Dương Trí Trạch, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0766879,108.2400633
7, Dương Trí Trạch, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0766519,108.2402371
8, Dương Trí Trạch, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0766161,108.2400642
9, Dương Trí Trạch, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0765921,108.2402378
10, Dương Trí Trạch, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0765443,108.2400651
11, Dương Trí Trạch, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0765662,108.2402381
10-12, Dương Trí Trạch, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0765446,108.2400952
13, Dương Trí Trạch, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0765403,108.2402385
14, Dương Trí Trạch, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0764713,108.240066
15, Dương Trí Trạch, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0765147,108.2402588
16, Dương Trí Trạch, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0764349,108.2400664
17, Dương Trí Trạch, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0764624,108.2402129
18, Dương Trí Trạch, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0763984,108.2400669
19, Dương Trí Trạch, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0764266,108.2402346
20, Dương Trí Trạch, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0763625,108.2401182
21, Dương Trí Trạch, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0763774,108.2402103
22, Dương Trí Trạch, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.076311,108.2401109
23, Dương Trí Trạch, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0763324,108.240241
24, Dương Trí Trạch, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0762309,108.2400915
25, Dương Trí Trạch, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0762871,108.2402416
26, Dương Trí Trạch, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0761942,108.2400694
27, Dương Trí Trạch, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0762418,108.2402421
28, Dương Trí Trạch, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0761577,108.2400699
29, Dương Trí Trạch, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0761965,108.2402427
30, Dương Trí Trạch, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0761219,108.2400703
31, Dương Trí Trạch, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0761512,108.2402433
32, Dương Trí Trạch, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0760856,108.2401076
33, Dương Trí Trạch, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0761053,108.2402437
34, Dương Trí Trạch, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0760396,108.2400706
35, Dương Trí Trạch, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.07606,108.2402306
36, Dương Trí Trạch, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0759938,108.2400708
37, Dương Trí Trạch, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0759941,108.2402441
38, Dương Trí Trạch, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0759482,108.240132
39, Dương Trí Trạch, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.075928,108.2402237
40, Dương Trí Trạch, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0758827,108.2401201
41, Dương Trí Trạch, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0759103,108.2402323
42, Dương Trí Trạch, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0758574,108.2401088
43, Dương Trí Trạch, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0758672,108.2402447
44, Dương Trí Trạch, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0757978,108.240138
45, Dương Trí Trạch, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0758114,108.2402429
46, Dương Trí Trạch, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0757802,108.2401458
47, Dương Trí Trạch, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0757425,108.2402769
48, Dương Trí Trạch, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.075699,108.2400656
49, Dương Trí Trạch, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0757592,108.2402526
50, Dương Trí Trạch, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0756652,108.2400723
51, Dương Trí Trạch, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0756908,108.2402458
52, Dương Trí Trạch, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0756321,108.2400724
53, Dương Trí Trạch, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0756224,108.2402353
54, Dương Trí Trạch, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.075599,108.2400726
55, Dương Trí Trạch, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0750628,108.2402773
56, Dương Trí Trạch, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0755663,108.2401458
57, Dương Trí Trạch, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0754496,108.2401761
58, Dương Trí Trạch, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0754496,108.2401761
59, Dương Trí Trạch, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0754496,108.2401761
60, Dương Trí Trạch, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0753808,108.2400873
61, Dương Trí Trạch, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0752631,108.2402789
62, Dương Trí Trạch, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0753048,108.2400828
63, Dương Trí Trạch, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0750732,108.2402773
64, Dương Trí Trạch, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0752536,108.2400917
65, Dương Trí Trạch, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0750458,108.2402863
66, Dương Trí Trạch, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0751924,108.2400937
67, Dương Trí Trạch, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0750179,108.2402787
68, Dương Trí Trạch, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0751312,108.2400958
69, Dương Trí Trạch, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0749609,108.2402892
70, Dương Trí Trạch, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.07507,108.2400979
71, Dương Trí Trạch, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0749027,108.2402605
72, Dương Trí Trạch, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0750104,108.2401496
73, Dương Trí Trạch, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0748706,108.2402616
74, Dương Trí Trạch, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0749208,108.24015
75, Dương Trí Trạch, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0748229,108.2402651
76, Dương Trí Trạch, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0748714,108.2401047
77, Dương Trí Trạch, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0745013,108.2402085
78, Dương Trí Trạch, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0748251,108.240155
79, Dương Trí Trạch, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0742167,108.2402857
80, Dương Trí Trạch, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0747757,108.240108
81, Dương Trí Trạch, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0741656,108.2403367
82, Dương Trí Trạch, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0747295,108.24016
83, Dương Trí Trạch, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0741106,108.2402858
84, Dương Trí Trạch, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0743718,108.240178
85, Dương Trí Trạch, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0740723,108.2402928
86, Dương Trí Trạch, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0745013,108.2402085
87, Dương Trí Trạch, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0740325,108.2403422
88, Dương Trí Trạch, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0745013,108.2402085
89, Dương Trí Trạch, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0739909,108.2403428
90, Dương Trí Trạch, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0742278,108.2401801
91, Dương Trí Trạch, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0739715,108.2403447
92, Dương Trí Trạch, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0741307,108.2401831
93, Dương Trí Trạch, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0739504,108.2402992
94, Dương Trí Trạch, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0741158,108.240183
95, Dương Trí Trạch, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0740809,108.2404948
96, Dương Trí Trạch, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0740732,108.2401858
97, Dương Trí Trạch, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0728576,108.2403398
98, Dương Trí Trạch, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0739602,108.2401478
99, Dương Trí Trạch, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0728264,108.240332
100, Dương Trí Trạch, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0738646,108.2401351
101, Dương Trí Trạch, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0727445,108.2403379
102, Dương Trí Trạch, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0733834,108.2402001
103, Dương Trí Trạch, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0727056,108.2403395
104, Dương Trí Trạch, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.073355,108.2401975
105, Dương Trí Trạch, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0727006,108.2403377
106, Dương Trí Trạch, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0732937,108.2401933
107, Dương Trí Trạch, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0726641,108.2403231
108, Dương Trí Trạch, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0732495,108.2402015
109, Dương Trí Trạch, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0725855,108.2403278
110, Dương Trí Trạch, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0732144,108.2401836
111, Dương Trí Trạch, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0725723,108.2403151
112, Dương Trí Trạch, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0731805,108.2402129
113, Dương Trí Trạch, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0725258,108.2403381
114, Dương Trí Trạch, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.07311,108.2401966
115, Dương Trí Trạch, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0724589,108.2403292
116, Dương Trí Trạch, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0730626,108.2401881
117, Dương Trí Trạch, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0724356,108.2403333
118, Dương Trí Trạch, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0730162,108.2402161
119, Dương Trí Trạch, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0723289,108.2403166
120, Dương Trí Trạch, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0729747,108.2402161
121, Dương Trí Trạch, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0723399,108.240341
122, Dương Trí Trạch, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0729639,108.2402654
123, Dương Trí Trạch, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0723155,108.2403367
124, Dương Trí Trạch, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.072877,108.2401655
125, Dương Trí Trạch, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0723222,108.2403757
126, Dương Trí Trạch, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0728342,108.2401662
127, Dương Trí Trạch, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0722269,108.2403428
128, Dương Trí Trạch, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0727939,108.2402072
129, Dương Trí Trạch, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0721377,108.2404314
130, Dương Trí Trạch, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0727464,108.2401704
131, Dương Trí Trạch, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0721405,108.2403502
132, Dương Trí Trạch, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0727022,108.2402088
133, Dương Trí Trạch, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0720809,108.2403719
134, Dương Trí Trạch, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0726601,108.2401746
135, Dương Trí Trạch, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0720206,108.2403711
136, Dương Trí Trạch, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0726195,108.2401765
137, Dương Trí Trạch, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0719935,108.2403741
138, Dương Trí Trạch, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.07258,108.2401771
139, Dương Trí Trạch, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0719663,108.2403769
140, Dương Trí Trạch, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.072536,108.2402345
141, Dương Trí Trạch, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.071938,108.2403529
142, Dương Trí Trạch, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0724707,108.2402355
143, Dương Trí Trạch, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0718938,108.2403414
144, Dương Trí Trạch, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0724246,108.2401711
145, Dương Trí Trạch, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.071858,108.2403462
146, Dương Trí Trạch, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0723782,108.2402202
147, Dương Trí Trạch, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0718594,108.24038
148, Dương Trí Trạch, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0723757,108.2402266
149, Dương Trí Trạch, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0718594,108.2403816
150, Dương Trí Trạch, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.072299,108.2402258
151, Dương Trí Trạch, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0718594,108.2403816
152, Dương Trí Trạch, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0722754,108.2402373
153, Dương Trí Trạch, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0718594,108.2403816
154, Dương Trí Trạch, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0722083,108.2402355
155, Dương Trí Trạch, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0718594,108.2403816
156, Dương Trí Trạch, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0721667,108.2402317
157, Dương Trí Trạch, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0718594,108.2403816
158, Dương Trí Trạch, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0721207,108.2402009
159, Dương Trí Trạch, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0718594,108.2403816
160, Dương Trí Trạch, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0720495,108.2401867
161, Dương Trí Trạch, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0718594,108.2403816
162, Dương Trí Trạch, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0720323,108.2402171
163, Dương Trí Trạch, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.0718594,108.2403816
164, Dương Trí Trạch, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam,16.07202,108.2402562
